Period,Site,Corallivore Density,Corallivore Density_N,Corallivore Density_SD,Corallivore Density_SE,Corallivore Density_CI_low,Corallivore Density_CI_high,Corallivore Density_EB_low,Corallivore Density_EB_high,Detritivore Density,Detritivore Density_N,Detritivore Density_SD,Detritivore Density_SE,Detritivore Density_CI_low,Detritivore Density_CI_high,Detritivore Density_EB_low,Detritivore Density_EB_high,Omnivore Density,Omnivore Density_N,Omnivore Density_SD,Omnivore Density_SE,Omnivore Density_CI_low,Omnivore Density_CI_high,Omnivore Density_EB_low,Omnivore Density_EB_high,Carnivore Density,Carnivore Density_N,Carnivore Density_SD,Carnivore Density_SE,Carnivore Density_CI_low,Carnivore Density_CI_high,Carnivore Density_EB_low,Carnivore Density_EB_high,Herbivore Density,Herbivore Density_N,Herbivore Density_SD,Herbivore Density_SE,Herbivore Density_CI_low,Herbivore Density_CI_high,Herbivore Density_EB_low,Herbivore Density_EB_high,Total Density,Total Density_N,Total Density_SD,Total Density_SE,Total Density_CI_low,Total Density_CI_high,Total Density_EB_low,Total Density_EB_high,Total Biomass Density,Total Biomass Density_N,Total Biomass Density_SD,Total Biomass Density_SE,Total Biomass Density_CI_low,Total Biomass Density_CI_high,Total Biomass Density_EB_low,Total Biomass Density_EB_high,Commercial Density,Commercial Density_N,Commercial Density_SD,Commercial Density_SE,Commercial Density_CI_low,Commercial Density_CI_high,Commercial Density_EB_low,Commercial Density_EB_high,Commercial Biomass Density,Commercial Biomass Density_N,Commercial Biomass Density_SD,Commercial Biomass Density_SE,Commercial Biomass Density_CI_low,Commercial Biomass Density_CI_high,Commercial Biomass Density_EB_low,Commercial Biomass Density_EB_high,Species Richness,Number of Surveys,Average Species Richness,Species Richness Shallow,Number of Surveys Shallow,Average Species Richness Shallow,Species Richness Medium,Number of Surveys Medium,Average Species Richness Medium,Species Richness Deep,Number of Surveys Deep,Average Species Richness Deep
Spring 2025,Antulang,7.45,20,4.56,1.02,5.32,9.58,6.43,8.47,8.85,20,5.25,1.17,6.39,11.31,7.68,10.02,16.3,20,8.74,1.95,12.21,20.39,14.35,18.25,56.05,20,44.83,10.02,35.07,77.03,46.03,66.07,609.15,20,235.04,52.56,499.15,719.15,556.59,661.71,697.8,20,273.81,61.23,569.65,825.95,636.57,759.03,8.97,20,4.61,1.03,6.81,11.13,7.94,10.0,53.35,20,69.11,15.45,21.01,85.69,37.9,68.8,3.2,20,3.37,0.75,1.63,4.78,2.45,3.96,33,20,1.65,28.0,7.0,4.0,26.0,6.0,4.33,27.0,7.0,3.86
Spring 2025,Basak Can-Unsang MPA,12.08,12,5.04,1.45,8.88,15.28,10.63,13.54,11.17,12,5.61,1.62,7.6,14.73,9.55,12.78,9.0,12,6.59,1.9,4.81,13.19,7.1,10.9,119.75,12,111.12,32.08,49.15,190.35,87.67,151.83,515.92,12,270.14,77.98,344.28,687.55,437.93,593.9,667.92,12,331.57,95.72,457.25,878.59,572.2,763.63,36.05,12,53.97,15.58,1.76,70.33,20.47,51.62,149.33,12,179.92,51.94,35.02,263.65,97.4,201.27,27.97,12,52.67,15.21,0.0,61.43,12.76,43.17,32,12,2.67,19.0,4.0,4.75,26.0,4.0,6.5,30.0,4.0,7.5
Spring 2025,Dalakit MPA,9.25,4,3.1,1.55,4.32,14.18,7.7,10.8,15.75,4,7.32,3.66,4.1,27.4,12.09,19.41,9.5,4,3.11,1.55,4.55,14.45,7.95,11.05,67.5,4,13.4,6.7,46.17,88.83,60.8,74.2,193.5,4,63.76,31.88,92.04,294.96,161.62,225.38,295.5,4,87.82,43.91,155.75,435.25,251.59,339.41,14.23,4,5.7,2.85,5.16,23.3,11.38,17.08,57.5,4,27.15,13.57,14.3,100.7,43.93,71.07,9.66,4,5.52,2.76,0.87,18.45,6.89,12.42,26,4,6.5,26.0,4.0,6.5,,,,,,
Spring 2025,Guinsuan MPA,8.17,12,8.66,2.5,2.66,13.67,5.67,10.67,25.42,12,14.63,4.22,16.12,34.71,21.19,29.64,6.0,12,5.26,1.52,2.66,9.34,4.48,7.52,68.92,12,28.79,8.31,50.62,87.21,60.61,77.23,790.42,12,334.21,96.48,578.07,1002.76,693.94,886.89,898.92,12,347.58,100.34,678.07,1119.76,798.58,999.26,13.45,12,10.78,3.11,6.6,20.3,10.34,16.56,183.5,12,237.7,68.62,32.47,334.53,114.88,252.12,8.27,12,10.11,2.92,1.85,14.7,5.35,11.19,29,12,2.42,20.0,4.0,5.0,24.0,4.0,6.0,23.0,4.0,5.75
Spring 2025,Kookoos,10.78,18,3.86,0.91,8.86,12.7,9.87,11.69,5.44,18,2.91,0.69,3.99,6.89,4.76,6.13,9.06,18,4.25,1.0,6.94,11.17,8.05,10.06,72.39,18,57.25,13.49,43.92,100.86,58.89,85.88,519.67,18,260.37,61.37,390.19,649.14,458.3,581.04,617.33,18,285.87,67.38,475.17,759.49,549.95,684.71,12.98,18,8.38,1.97,8.82,17.15,11.01,14.96,50.22,18,59.37,13.99,20.7,79.74,36.23,64.21,5.22,18,7.56,1.78,1.46,8.98,3.44,7.0,30,18,1.67,20.0,6.0,3.33,24.0,6.0,4.0,27.0,6.0,4.5
Spring 2025,Latason MPA,6.29,14,4.56,1.22,3.65,8.92,5.07,7.51,7.64,14,4.52,1.21,5.03,10.25,6.44,8.85,9.79,14,5.51,1.47,6.61,12.97,8.31,11.26,32.93,14,26.74,7.15,17.49,48.37,25.78,40.08,294.07,14,147.83,39.51,208.72,379.43,254.56,333.58,350.71,14,177.95,47.56,247.97,453.46,303.16,398.27,6.94,14,5.7,1.52,3.65,10.23,5.42,8.46,31.43,14,37.95,10.14,9.52,53.34,21.29,41.57,3.0,14,4.5,1.2,0.4,5.6,1.79,4.2,25,14,1.79,22.0,8.0,2.75,25.0,6.0,4.17,,,
Spring 2025,Lutoban North MPA,11.0,19,4.69,1.08,8.74,13.26,9.92,12.08,10.11,19,6.63,1.52,6.91,13.3,8.58,11.63,10.21,19,6.37,1.46,7.14,13.28,8.75,11.67,52.79,19,49.76,11.42,28.8,76.77,41.37,64.21,431.47,19,121.17,27.8,373.07,489.88,403.67,459.27,515.58,19,144.7,33.2,445.84,585.32,482.38,548.78,9.36,19,6.42,1.47,6.27,12.46,7.89,10.84,41.37,19,32.77,7.52,25.57,57.16,33.85,48.89,3.46,19,3.99,0.92,1.54,5.39,2.55,4.38,29,19,1.53,24.0,6.0,4.0,26.0,7.0,3.71,25.0,6.0,4.17
Spring 2025,Lutoban Pier,10.42,19,5.62,1.29,7.71,13.13,9.13,11.71,8.21,19,9.16,2.1,3.8,12.62,6.11,10.31,10.53,19,6.53,1.5,7.38,13.67,9.03,12.02,104.32,19,94.79,21.75,58.63,150.0,82.57,126.06,462.63,19,167.15,38.35,382.07,543.2,424.28,500.98,596.11,19,205.12,47.06,497.24,694.97,549.05,643.16,11.12,19,8.53,1.96,7.01,15.23,9.16,13.07,63.68,19,97.84,22.45,16.53,110.84,41.24,86.13,5.23,19,7.97,1.83,1.39,9.07,3.4,7.06,31,19,1.63,22.0,7.0,3.14,23.0,6.0,3.83,27.0,6.0,4.5
Spring 2025,Lutoban South MPA,8.17,18,5.49,1.29,5.44,10.9,6.87,9.46,7.0,18,4.21,0.99,4.9,9.1,6.01,7.99,8.33,18,4.67,1.1,6.01,10.65,7.23,9.43,36.06,18,19.06,4.49,26.58,45.53,31.56,40.55,335.11,18,153.56,36.19,258.75,411.47,298.92,371.3,394.67,18,161.29,38.02,314.46,474.87,356.65,432.68,8.0,18,5.58,1.32,5.23,10.78,6.69,9.32,35.56,18,35.9,8.46,17.7,53.41,27.09,44.02,4.17,18,4.8,1.13,1.78,6.56,3.04,5.3,29,18,1.61,23.0,6.0,3.83,25.0,6.0,4.17,26.0,6.0,4.33
Spring 2025,Santa Catalina Manalongon,0.25,8,0.71,0.25,0.0,0.84,0.0,0.5,12.5,8,7.87,2.78,5.92,19.08,9.72,15.28,3.0,8,2.39,0.85,1.0,5.0,2.15,3.85,47.25,8,24.28,8.59,26.95,67.55,38.66,55.84,80.75,8,59.92,21.19,30.65,130.85,59.56,101.94,143.75,8,88.74,31.37,69.56,217.94,112.38,175.12,1.5,8,0.93,0.33,0.72,2.28,1.17,1.83,16.0,8,12.73,4.5,5.36,26.64,11.5,20.5,0.72,8,0.67,0.24,0.16,1.28,0.48,0.95,19,8,2.38,19.0,8.0,2.38,,,,,,
Spring 2025,Santa Catalina Cawitan,5.25,4,4.11,2.06,0.0,11.79,3.19,7.31,11.75,4,6.99,3.5,0.62,22.88,8.25,15.25,5.75,4,5.62,2.81,0.0,14.69,2.94,8.56,21.75,4,8.18,4.09,8.73,34.77,17.66,25.84,42.0,4,25.03,12.52,2.17,81.83,29.48,54.52,86.5,4,37.22,18.61,27.27,145.73,67.89,105.11,1.86,4,1.48,0.74,0.0,4.22,1.12,2.6,16.0,4,10.3,5.15,0.0,32.38,10.85,21.15,0.8,4,0.68,0.34,0.0,1.88,0.46,1.14,20,4,5.0,20.0,4.0,5.0,,,,,,
Spring 2025,Maluay Malatapay MPA,7.06,18,5.51,1.3,4.31,9.8,5.76,8.36,10.94,18,6.99,1.65,7.47,14.42,9.3,12.59,13.94,18,7.49,1.76,10.22,17.67,12.18,15.71,103.94,18,149.05,35.13,29.83,178.06,68.81,139.07,294.5,18,234.09,55.17,178.09,410.91,239.33,349.67,430.39,18,275.85,65.02,293.21,567.56,365.37,495.41,13.69,18,12.87,3.03,7.29,20.09,10.65,16.72,108.5,18,162.6,38.32,27.64,189.36,70.18,146.82,9.63,18,12.73,3.0,3.3,15.96,6.63,12.63,30,18,1.67,25.0,6.0,4.17,25.0,6.0,4.17,25.0,6.0,4.17
Spring 2025,Mojon MPA,8.25,4,5.06,2.53,0.2,16.3,5.72,10.78,14.25,4,5.91,2.95,4.85,23.65,11.3,17.2,21.5,4,7.05,3.52,10.29,32.71,17.98,25.02,214.5,4,110.63,55.31,38.47,390.53,159.19,269.81,841.0,4,348.14,174.07,287.02,1394.98,666.93,1015.07,1099.5,4,279.59,139.8,654.61,1544.39,959.7,1239.3,29.59,4,25.16,12.58,0.0,69.62,17.01,42.17,251.0,4,205.96,102.98,0.0,578.73,148.02,353.98,19.89,4,20.2,10.1,0.0,52.04,9.8,29.99,28,4,7.0,22.0,2.0,11.0,26.0,2.0,13.0,,,
Summer 2025,Mojon MPA,9.83,6,5.71,2.33,3.84,15.82,7.5,12.16,10.0,6,3.52,1.44,6.3,13.7,8.56,11.44,28.5,6,14.69,6.0,13.08,43.92,22.5,34.5,69.5,6,23.77,9.7,44.55,94.45,59.8,79.2,607.5,6,149.26,60.94,450.86,764.14,546.56,668.44,725.33,6,149.62,61.08,568.31,882.35,664.25,786.42,9.12,6,3.38,1.38,5.58,12.67,7.74,10.51,39.67,6,38.98,15.91,0.0,80.57,23.76,55.58,2.5,6,2.17,0.89,0.22,4.78,1.61,3.39,29,6,4.83,23.0,3.0,7.67,28.0,3.0,9.33,,,
Summer 2025,Andulay MPA,10.63,19,4.73,1.08,8.35,12.91,9.55,11.72,13.47,19,7.68,1.76,9.77,17.18,11.71,15.24,16.47,19,9.23,2.12,12.03,20.92,14.36,18.59,135.37,19,95.19,21.84,89.49,181.25,113.53,157.21,686.11,19,253.1,58.07,564.11,808.1,628.04,744.17,862.05,19,303.61,69.65,715.72,1008.39,792.4,931.71,12.29,19,8.09,1.86,8.39,16.19,10.43,14.14,63.26,19,53.79,12.34,37.34,89.19,50.92,75.6,6.35,19,6.05,1.39,3.43,9.26,4.96,7.74,34,19,1.79,28.0,6.0,4.67,28.0,7.0,4.0,28.0,6.0,4.67
Summer 2025,Basak Can-Unsang MPA,21.77,13,17.38,4.82,11.26,32.27,16.95,26.59,27.54,13,38.16,10.58,4.48,50.6,16.95,38.12,7.46,13,5.04,1.4,4.41,10.51,6.06,8.86,98.46,13,29.04,8.05,80.91,116.01,90.41,106.52,602.69,13,305.18,84.64,418.28,787.11,518.05,687.33,757.92,13,328.95,91.23,559.14,956.71,666.69,849.16,27.6,13,31.03,8.61,8.85,46.35,18.99,36.21,213.85,13,298.24,82.72,33.62,394.07,131.13,296.56,21.45,13,31.23,8.66,2.58,40.33,12.79,30.11,33,13,2.54,24.0,5.0,4.8,25.0,4.0,6.25,29.0,4.0,7.25
Summer 2025,Dalakit MPA,9.0,4,8.04,4.02,0.0,21.8,4.98,13.02,14.5,4,5.45,2.72,5.83,23.17,11.78,17.22,9.0,4,2.83,1.41,4.5,13.5,7.59,10.41,59.5,4,21.81,10.9,24.8,94.2,48.6,70.4,255.25,4,173.44,86.72,0.0,531.24,168.53,341.97,347.25,4,166.78,83.39,81.87,612.63,263.86,430.64,6.94,4,4.43,2.22,0.0,13.99,4.72,9.15,33.75,4,12.76,6.38,13.44,54.06,27.37,40.13,3.92,4,4.86,2.43,0.0,11.66,1.49,6.35,24,4,6.0,24.0,4.0,6.0,,,,,,
Summer 2025,Guinsuan MPA,10.79,14,6.22,1.66,7.2,14.37,9.12,12.45,22.79,14,7.39,1.98,18.52,27.05,20.81,24.76,12.14,14,10.96,2.93,5.81,18.47,9.21,15.07,108.64,14,68.72,18.37,68.97,148.32,90.28,127.01,1034.93,14,789.99,211.13,578.8,1491.06,823.79,1246.06,1189.29,14,818.03,218.63,716.97,1661.6,970.66,1407.91,31.46,14,47.55,12.71,4.0,58.91,18.75,44.17,301.57,14,488.27,130.5,19.65,583.49,171.08,432.07,22.49,14,44.21,11.81,0.0,48.02,10.68,34.31,32,14,2.29,26.0,4.0,6.5,28.0,6.0,4.67,23.0,4.0,5.75
Summer 2025,Kookoos,10.17,18,5.1,1.2,7.63,12.7,8.96,11.37,13.06,18,9.07,2.14,8.54,17.57,10.92,15.19,10.11,18,6.99,1.65,6.64,13.59,8.46,11.76,96.94,18,80.28,18.92,57.02,136.87,78.02,115.87,719.33,18,515.27,121.45,463.1,975.57,597.88,840.78,849.61,18,571.25,134.65,565.53,1133.69,714.97,984.26,30.13,18,45.38,10.7,7.56,52.69,19.43,40.82,268.28,18,434.49,102.41,52.21,484.35,165.87,370.69,24.32,18,44.91,10.59,1.98,46.65,13.73,34.9,32,18,1.78,21.0,6.0,3.5,23.0,6.0,3.83,26.0,6.0,4.33
Summer 2025,Latason MPA,8.67,12,6.14,1.77,4.77,12.57,6.89,10.44,12.33,12,8.74,2.52,6.78,17.89,9.81,14.86,10.25,12,6.88,1.99,5.88,14.62,8.26,12.24,56.42,12,29.65,8.56,37.58,75.25,47.86,64.98,374.0,12,155.27,44.82,275.35,472.65,329.18,418.82,461.67,12,175.25,50.59,350.32,573.01,411.08,512.26,6.36,12,4.56,1.32,3.47,9.26,5.05,7.68,51.83,12,39.21,11.32,26.92,76.74,40.52,63.15,3.24,12,3.09,0.89,1.28,5.2,2.35,4.13,28,12,2.33,24.0,6.0,4.0,24.0,6.0,4.0,,,
Summer 2025,Lutoban North MPA,12.05,20,5.9,1.32,9.29,14.81,10.73,13.37,12.7,20,5.19,1.16,10.27,15.13,11.54,13.86,13.25,20,6.54,1.46,10.19,16.31,11.79,14.71,88.15,20,46.85,10.48,66.22,110.08,77.67,98.63,562.1,20,175.66,39.28,479.89,644.31,522.82,601.38,688.25,20,193.39,43.24,597.74,778.76,645.01,731.49,9.54,20,5.79,1.3,6.83,12.25,8.24,10.83,70.7,20,70.86,15.84,37.54,103.86,54.86,86.54,4.88,20,5.77,1.29,2.18,7.58,3.59,6.17,29,20,1.45,24.0,6.0,4.0,26.0,8.0,3.25,26.0,6.0,4.33
Summer 2025,Lutoban Pier,14.09,23,6.44,1.34,11.3,16.87,12.74,15.43,9.48,23,5.14,1.07,7.25,11.7,8.41,10.55,14.52,23,7.86,1.64,11.12,17.92,12.88,16.16,114.43,23,60.76,12.67,88.16,140.71,101.77,127.1,650.87,23,317.92,66.29,513.39,788.35,584.58,717.16,803.39,23,356.46,74.33,649.25,957.54,729.06,877.72,13.91,23,15.29,3.19,7.3,20.52,10.73,17.1,68.87,23,109.16,22.76,21.67,116.07,46.11,91.63,7.35,23,13.18,2.75,1.65,13.05,4.6,10.1,38,23,1.65,26.0,8.0,3.25,31.0,8.0,3.88,32.0,7.0,4.57
Summer 2025,Lutoban South MPA,9.82,22,4.01,0.85,8.04,11.6,8.96,10.67,11.0,22,4.36,0.93,9.06,12.94,10.07,11.93,10.55,22,5.49,1.17,8.11,12.98,9.37,11.72,77.55,22,39.25,8.37,60.14,94.95,69.18,85.91,407.45,22,221.6,47.25,309.2,505.71,360.21,454.7,516.36,22,239.93,51.15,409.99,622.74,465.21,567.52,11.41,22,15.3,3.26,4.63,18.19,8.15,14.67,84.5,22,130.94,27.92,26.45,142.55,56.58,112.42,7.44,22,14.0,2.98,1.24,13.65,4.46,10.43,33,22,1.5,22.0,8.0,2.75,28.0,8.0,3.5,26.0,6.0,4.33
Summer 2025,Maluay Malatapay MPA,10.09,22,6.94,1.48,7.01,13.17,8.61,11.57,14.59,22,5.54,1.18,12.13,17.05,13.41,15.77,17.27,22,8.04,1.71,13.71,20.84,15.56,18.99,160.27,22,117.54,25.06,108.16,212.39,135.21,185.33,694.36,22,462.96,98.7,489.1,899.63,595.66,793.07,896.59,22,475.76,101.43,685.65,1107.53,795.16,998.02,39.51,22,37.16,7.92,23.04,55.99,31.59,47.44,349.41,22,323.56,68.98,205.95,492.87,280.43,418.39,34.48,22,38.29,8.16,17.5,51.46,26.32,42.65,36,22,1.64,31.0,8.0,3.88,28.0,7.0,4.0,28.0,7.0,4.0
Summer 2025,Salag MPA,10.72,18,5.32,1.25,8.08,13.37,9.47,11.98,17.06,18,5.7,1.34,14.22,19.89,15.71,18.4,4.11,18,3.1,0.73,2.57,5.65,3.38,4.84,90.67,18,54.82,12.92,63.41,117.93,77.75,103.59,366.22,18,262.63,61.9,235.62,496.82,304.32,428.12,488.78,18,277.6,65.43,350.73,626.82,423.35,554.21,20.74,18,35.26,8.31,3.2,38.28,12.43,29.05,66.22,18,47.17,11.12,42.77,89.68,55.11,77.34,11.78,18,15.42,3.63,4.12,19.45,8.15,15.42,32,18,1.78,27.0,6.0,4.5,29.0,6.0,4.83,26.0,6.0,4.33
Summer 2025,Antulang,13.35,20,9.02,2.02,9.13,17.57,11.33,15.37,15.35,20,10.39,2.32,10.49,20.21,13.03,17.67,23.25,20,17.77,3.97,14.93,31.57,19.28,27.22,124.65,20,86.62,19.37,84.11,165.19,105.28,144.02,724.1,20,357.9,80.03,556.6,891.6,644.07,804.13,900.7,20,383.52,85.76,721.21,1080.19,814.94,986.46,23.38,20,27.64,6.18,10.45,36.32,17.2,29.56,136.5,20,132.7,29.67,74.39,198.61,106.83,166.17,18.32,20,28.35,6.34,5.05,31.58,11.98,24.66,33,20,1.65,24.0,7.0,3.43,26.0,7.0,3.71,29.0,6.0,4.83
